customer_tweet_id,customer_id,customer_created_at,customer_text,conversation_root,historical_replies,num_historical_replies,text_length,candidate_intent,intent,should_escalate,escalation_reason,label_source
1265748,416388,Thu Oct 26 12:22:16 +0000 2017,.@AmazonHelp ordered shirt as gift. Got delivered to wrong add. Now u refunding. Managed to screw up the day. @275529 @53295,1265748,"['@416388 My apologies for the trouble, Vishnu. This does not happen usually. I will have this feedback forwarded to the team internally. ^KS']",1,92,REFUND,REFUND,,,ai_annotated_rule_based
2146733,631056,Wed Nov 08 20:48:58 +0000 2017,@AmazonHelp I’m getting a refund. Unfortunately I’ve lost trust with amazon in being able to deliver important items that are time sensitive.,2146733,"[""@631056 I hope you'll give us another opportunity to make a better impression, Michael! Please share concerns: https://t.co/peWKBSdLqL ^FR""]",1,127,REFUND,REFUND,,,ai_annotated_rule_based
851611,367181,Mon Oct 23 09:58:07 +0000 2017,"@115850 Well, I don't agree with the promotion anymore. I am struggling a lot with the product and its refund now. #amazon #amazonShop",851611,['@367181 Please elaborate your concern here so that we could assist you accordingly. ^GS'],1,121,REFUND,REFUND,,,ai_annotated_rule_based
2379848,123358,Tue Nov 14 13:08:38 +0000 2017,@AmazonHelp This doesn't work. Last time I did it. You please refund me my prime subscription. No more shopping through amazon. @115821 @115850,2379848,"[""@123358 That's strange. We'll take a closer look into the issue you're facing, please fill your details using the link provided earlier and we’ll contact you soon. ^MN""]",1,111,REFUND,REFUND,,,ai_annotated_rule_based
654255,274503,Wed Nov 22 22:22:46 +0000 2017,@AmazonHelp I've already paid for a membership at full price but how will you refund the difference between the two !,654255,['@274503 I recommend contacting us by phone or chat so we can review these charges and look at your Student Membership options: https://t.co/dNXwBZPiM6 ^AF'],1,103,REFUND,REFUND,,,ai_annotated_rule_based
1544578,188731,Sat Nov 04 04:54:19 +0000 2017,@115821 @115850 @115823 @AmazonHelp I have submited all information. Os how many days it will take to get my money back into my account https://t.co/xq7Fg7OBPH,1544578,"[""@188731 Thanks for the update. Once we receive the details we'll work on it and get back to you. ^MM""]",1,98,REFUND,REFUND,,,ai_annotated_rule_based
911193,336420,Sat Oct 21 06:58:27 +0000 2017,@AmazonHelp Thks. Will check link. 1st seller already issued refund. 2nd not so kind...yet.  My point though is goods going astray frm this location.,911193,"['@336420 Sorry to hear that, and was there tracking available on the items? ^AS']",1,129,REFUND,REFUND,,,ai_annotated_rule_based
1096704,378789,Sun Oct 15 05:18:10 +0000 2017,"@AmazonHelp I was charged 3 times for a single order, how can I resolve this?",1096704,"[""@378789 I'm sorry for the trouble! We're available 24/7 via phone here: https://t.co/hApLpMlfHN ^EP""]",1,63,PAYMENT_CHARGE,PAYMENT_CHARGE,,,ai_annotated_rule_based
603144,263271,Sun Dec 03 22:16:16 +0000 2017,@115830 my kindle seems to have died for good! Not charging or turning on? It is a few years old but wondered if you could help please?,603144,"[""@263271 I'm terribly sorry your Kindle isn't turning on! Let's try pressing and holding the power button for 20 seconds and then charging the device for 30 minutes. If this doesn't help, give us a call here: https://t.co/JzP7hlA23B  ^NN""]",1,124,PAYMENT_CHARGE,PAYMENT_CHARGE,,,ai_annotated_rule_based
102929,138638,Thu Nov 30 18:13:48 +0000 2017,"@AmazonHelp I mean, this is so massively dumb. Take out a feature, then don’t tell your support how to manage it. Simple question and instead I get the third degree on my billing address and wrong information based on where it was sent.",102929,"[""@138638 My apologies for the frustrating and disappointing experience you've had, but we'd like to help if we can. Please provide your details here, with all pertinent information, and we'll be in touch: https://t.co/1z61gIZ64D ^KN""]",1,219,PAYMENT_CHARGE,PAYMENT_CHARGE,,,ai_annotated_rule_based
360236,201204,Sun Oct 08 17:18:31 +0000 2017,@AmazonHelp No .. but amazon are saying it’s not on my account so I don’t know where the charge is coming from,360236,"['@201204 If a specialist was unable to find the transaction, your bank may be in the best position to investigate the charge. ^MJ']",1,95,PAYMENT_CHARGE,PAYMENT_CHARGE,,,ai_annotated_rule_based
926661,339878,Sat Oct 21 14:29:38 +0000 2017,"@115821 I have been charged for prime membership on https://t.co/nj4pBXe2qQ, but I remember I had subscribed on amazon.in,can u pls explain",926661,"[""@339878 I'm sorry to hear this, Raman. You can cancel the membership on https://t.co/hSs9w9f1pF here: https://t.co/aNbK1sPhpc ^GR""]",1,106,PAYMENT_CHARGE,PAYMENT_CHARGE,,,ai_annotated_rule_based
595661,261146,Sun Dec 03 19:43:16 +0000 2017,@AmazonHelp This is under a kids prim unlimited account how do I check that has billed correctly and sort it that way as it’s under a different UI? https://t.co/JvW5UuSAXg,595661,"[""@261146 With Twitter, we're unable to access account or order information but we're here to help! For any subscriptions, Prime or Freetime alike, they will be billed from the parent account and not from the child's profile. Could you clarify if you mean something else? ^JE""]",1,134,PAYMENT_CHARGE,PAYMENT_CHARGE,,,ai_annotated_rule_based
1474653,452967,Thu Nov 02 21:44:01 +0000 2017,@AmazonHelp Company Amex was charged by Amazon. Need to know what was bought. Not assoc with anyone’s AMZ account. What can we do?,1474653,['@452967 Please give us a call here: https://t.co/hApLpMlfHN so we can look into this with you! ^TR'],1,114,PAYMENT_CHARGE,PAYMENT_CHARGE,,,ai_annotated_rule_based
2633029,743443,Fri Nov 17 22:24:32 +0000 2017,@AmazonHelp It's taking forever to sort. It's a charged number and Ive been on the phone 15 minutes. The contact I was given at the beginning of the call to get a call back just took me to the home page. I'm thinking the cost of this call I may as well have just excepted the double charge,2633029,"[""@743443 I'm terribly sorry. Please contact us here:  https://t.co/JzP7hlA23B \n-Shal C.""]",1,274,PAYMENT_CHARGE,PAYMENT_CHARGE,,,ai_annotated_rule_based
2387406,227272,Tue Nov 14 07:06:13 +0000 2017,"@115821 
Facing Problemsfrom my charger..
No one is Helping
Whether its Lenovo Service centre or Amazon.Product is under warranty.

Tell me who will help me?
Consumer Court.? https://t.co/Bv83A5nOuZ",2387406,"[""@227272 I'm sorry you're facing trouble with the charger. As the return window for the product expired, please reach out to the manufacturer and claim the warranty for the product. Please don't provide your order details, as we consider it to be personal information. ^AP""]",1,158,PAYMENT_CHARGE,PAYMENT_CHARGE,,,ai_annotated_rule_based
622561,267762,Wed Nov 22 15:19:28 +0000 2017,@AmazonHelp Another case of estimated import fees being equal to product price.. For one charger @115821 collects 48% Custom Duty and for other charger it collects Custom Duty at 96.99% ? Is this not arbitrary ? https://t.co/gR0CSeJ2NM,622561,['@267762 I understand that you are concerned about the import fees of the product. Upon checking I see that the product is listed in our partner site. Kindly report your issue to support team of https://t.co/nUUp5MLhYl via email or chat here: https://t.co/eJXKURvpr8. ^BV'],1,183,PAYMENT_CHARGE,PAYMENT_CHARGE,,,ai_annotated_rule_based
2611554,738463,Fri Nov 17 12:48:57 +0000 2017,"@AmazonHelp Thanks, it did say I wouldn’t be charged but £40.99 went out my account yesterday (16th) so will this automatically come back?",2611554,"['@738463 If the order was never dispatched and you have now canceled it, any held payment authorization will be released automatically ^BZ']",1,121,PAYMENT_CHARGE,PAYMENT_CHARGE,,,ai_annotated_rule_based
2511803,715888,Mon Oct 30 04:51:46 +0000 2017,@AmazonHelp I have a $7.99 pending charge from amazon service that I have not approved or know what it’s from.,2511803,"[""@715888 Oh no! I'm sorry for the trouble, we'd like to look into this with you. Please reach us here: https://t.co/hApLpMlfHN ^DW""]",1,96,PAYMENT_CHARGE,PAYMENT_CHARGE,,,ai_annotated_rule_based
2492156,711492,Wed Nov 15 18:06:14 +0000 2017,Just had to phone @115830  about some incorrect charges and I have to say their customer service is brilliant 👍,2492156,"['@711492 Glad to be of service, Josh! 😁 ^JD']",1,100,PAYMENT_CHARGE,PAYMENT_CHARGE,,,ai_annotated_rule_based
2308923,669710,Mon Nov 13 02:56:33 +0000 2017,"@AmazonHelp Rusted pos step stool, tp link landline extender that disconnects every few minutes and charging cables for an galaxy s8 that weren't even the right ones",2308923,"[""@669710 I'm sorry you've received your items in these conditions! Were they said to be shipped by Amazon or a third-party seller? You can view this under the item names in your orders here: https://t.co/Y5jpI9gRhE. ^HC""]",1,152,PAYMENT_CHARGE,PAYMENT_CHARGE,,,ai_annotated_rule_based
1527627,474322,Fri Nov 03 22:10:03 +0000 2017,"@116090 Listed as $60 - $12, but now (before the game has even launched!) the list price is $50 and they’re charging me $48.  This is so shady!",1527627,"[""@474322 I'm sorry for the frustration! Please reach out to us at your convenience for available options: https://t.co/Q7Ftz6nj80 ^JP""]",1,122,PAYMENT_CHARGE,PAYMENT_CHARGE,,,ai_annotated_rule_based
984189,353319,Sun Oct 22 10:11:08 +0000 2017,"@AmazonHelp No, I was charged for both orders on the 20th which was expected and then today I was charged the exact same two orders a second time",984189,"['@353319 Apologies, please contact us here: https://t.co/JzP7hlA23B so an agent can look into this for you. ^JJ']",1,132,PAYMENT_CHARGE,PAYMENT_CHARGE,,,ai_annotated_rule_based
2652457,748053,Sun Nov 19 06:56:22 +0000 2017,@115850 I got this message from Amazon but the amount 5000is not credited in my Amazon pay balance wallet https://t.co/rwAWVKTz6p,2652457,['@748053 Sorry to hear about your amazon account balance. Have you reported it to the support team here: https://t.co/TxK11znixD ^HR'],1,97,PAYMENT_CHARGE,PAYMENT_CHARGE,,,ai_annotated_rule_based
1391145,415101,Mon Oct 16 15:50:54 +0000 2017,"@AmazonHelp You have charged me twice to two items, my bank confirmed it, I gave the codes to you but still you're denying it. Unbelievable.",1391145,"[""@415101 I know how frustrating this can be. Let's fill out this form so we can take a closer look: https://t.co/ZwxjqLjZw3 ^BA""]",1,124,PAYMENT_CHARGE,PAYMENT_CHARGE,,,ai_annotated_rule_based
1905531,567813,Wed Oct 18 13:55:02 +0000 2017,"@115850 Charging money for so called ""prime"" service and not delivering it on time.This is how you raise funds?",1905531,"[""@567813 That's quite a remark, Abid. Did we happen to miss the order estimates?  ^NK""]",1,100,PAYMENT_CHARGE,PAYMENT_CHARGE,,,ai_annotated_rule_based
500677,234602,Fri Dec 01 19:55:09 +0000 2017,"@AmazonHelp I previously had security issues w an account &amp; that process took forever to resolve and so in response I closed that account &amp; created a new one and have come to find that I have been charged $100 via the account amazon confirmed had been ""closed"". I don't feel my info is secure",500677,"[""@234602 I'm sorry for the unexpected charge! We'd like to look into this with you when you have a moment. Please phone or chat with us here and we'll be happy to help: https://t.co/hApLpMlfHN ^BN""]",1,272,PAYMENT_CHARGE,PAYMENT_CHARGE,,,ai_annotated_rule_based
2434960,698681,Sun Nov 19 19:13:32 +0000 2017,"@AmazonHelp Hi,Last week I've started to use the 7 day free trial of prime and I've already canceled the membership.When I go to ur website it says:(pic1), and yet it steal removed the 3€ from my creditcard. What should I do? https://t.co/dAy65KpsZf",2434960,"['@698681 Unfortunately, we do not have access to your Amazon account via Twitter. Sounds like an authorisation charge. For more information, please see here, https://t.co/aX8X2736bc which can provide more insight.\n^AV']",1,207,PRIME,PRIME,,,ai_annotated_rule_based
2850621,792648,Mon Nov 27 19:22:46 +0000 2017,"@115830 “ we tried to deliver your package” no you didn’t, I’m sitting in the living room. I will be cancelling my prime membership 👎🏻👎🏻👎🏻",2850621,"[""@792648 Oh no! We're terribly sorry to hear about the disappointing experience, Rees. We'd like to investigate this with you as closely as possible. Please give us a call or chat through the following link, and we'll get this sorted for you!  https://t.co/JzP7hlA23B ^JD""]",1,118,PRIME,PRIME,,,ai_annotated_rule_based
2710413,710775,Sun Nov 26 22:32:07 +0000 2017,"@AmazonHelp  I have Prime Video. I subscribe to HBO through my cable provider.
Is there a way to access HBO through Prime Video based on that subscription?",2710413,"['@710775 Which device are you using? Most devices have access to HBO GO, which you can sign in to with your cable provider details to access the content. More details here: https://t.co/2dmYLh5MAw ^BH']",1,139,PRIME,PRIME,,,ai_annotated_rule_based
2791879,779197,Tue Nov 21 20:56:16 +0000 2017,"@AmazonHelp Mais pouvez juste me répondre ? C'est écris clairement que je n'ai rien à renvoyer, sur mobile ou pc. Cela est bizzare mais effectivement possédant un prime je crois que c'est normal pour les livres.",2791879,"[""@779197 certains articles ne sont pas retournables, mais ce n'est pas le cas pour les livres, c'est pourquoi on doit vérifier, avant de confirmer les choses.""]",1,191,PRIME,PRIME,,,ai_annotated_rule_based
1125008,385275,Sat Nov 25 11:47:23 +0000 2017,"@115821 just got a reply saying they are escalating the problem with the transport department, another 2 days wait. Funny that the lady on sun was escalating or so were the 2 men I spoke to wednesday and friday. Yet still you advertise and sell Xbox as PRIME.",1125008,['@385275 Did we advise that we will contact you once we have an update ? ^TD'],1,247,PRIME,PRIME,,,ai_annotated_rule_based
885511,199871,Fri Oct 13 17:25:28 +0000 2017,@AmazonHelp No cobrándome un Prime si no cumplís con las entregas. Mi pedido estaba previsto de entrega el miércoles y lo compré el sábado,885511,"['@199871 ¿Reportaste lo sucedido con nuestros compañeros de Soporte al Cliente, Alex? ^LG']",1,124,PRIME,PRIME,,,ai_annotated_rule_based
244619,286487,Wed Oct 04 06:21:35 +0000 2017,"@115850 #amazonprimesucks , it's getting worst, getting defected products with no option of return",244619,"[""@286487 Sorry for the trouble. Have you reported this to our support team here: https://t.co/vlvfJr4nN9, we'll help you with it. ^ST""]",1,86,PRIME,PRIME,,,ai_annotated_rule_based
1429519,452021,Mon Oct 16 18:08:10 +0000 2017,"@137605 @116928 Yo no sé para que pago el premium/prime de Amazon, para eso no lo pago y utilizo los envíos estandard que tardan 3-5 días, que es lo mismo que esto.",1429519,"['@452021 Hola Aarón, sentimos el inconveniente. ¿Cuál es la fecha estimada de entrega de tu pedido? ^DA']",1,144,PRIME,PRIME,,,ai_annotated_rule_based
2766267,773627,Tue Nov 21 12:13:45 +0000 2017,"@AmazonHelp J'ai appelé plusieurs fois hier. On m'a dit qu'on allait me recontacter si il y avait du nouveau. Je veux bien accepter qu'il ne fut pas envoyé hier, mais là il devrait être expédié depuis longtemps, sachant que j'ai le prime.",2766267,"[""@773627 Est-ce que l'article est bien disponible ? Si, vous pouvez nous fournir un lien direct vers la page de l'article s'il vous plaît ! ^AR""]",1,216,PRIME,PRIME,,,ai_annotated_rule_based
2735673,766657,Sun Nov 26 23:28:15 +0000 2017,@AmazonHelp I have a amazon prime membership that of course has my name on it is there any way to change that to my name and my sisters?,2735673,"[""@766657 Hi Babs! Prime memberships are assigned to accounts. So if you like, you can change your account's name to resmble that of you and your Sister's, and that would be as close as our system would allow, unless you were wanting to add her to your membership? ^JD""]",1,123,PRIME,PRIME,,,ai_annotated_rule_based
1002916,357396,Sun Oct 22 14:42:25 +0000 2017,#amazonprimevideo is seriously upping the game! Good to see a lot of new desi movie releases &amp; english tv series! #hookedon @119625,1002916,['@357396 Up is the only way we go. Please stay tuned as we add more content. ^VN'],1,117,PRIME,PRIME,,,ai_annotated_rule_based
2104946,621338,Wed Nov 08 12:45:08 +0000 2017,Unable to deliver parcel after a 2 month wait for dispatch? Awful service from @115830 may as well cancel #amazonprime #awful #CustomerService,2104946,['@621338 Sorry about your order Lisa- Was a reason provided as to why it can be delivered? Is the item in stock? ^NV'],1,130,PRIME,PRIME,,,ai_annotated_rule_based
1690464,513206,Mon Nov 06 18:39:18 +0000 2017,"@115830 I pay money for Prime so I have access to Same Day Delivery, and my order won't be arriving until two days after the initial order",1690464,"[""@513206 Oh no! I'm really sorry for the frustration, James. We'd like to help! What was the delivery date given in your e-mail? ^AJ""]",1,129,PRIME,PRIME,,,ai_annotated_rule_based
2451324,307769,Sun Oct 29 17:01:54 +0000 2017,"@119625
I am not able to access Amazon prime video app.",2451324,"[""@307769 That's odd. What exactly is the error you're getting? Do let us know and we'll get this sorted. ^MS""]",1,46,PRIME,PRIME,,,ai_annotated_rule_based
795213,309588,Thu Oct 12 14:13:48 +0000 2017,@AmazonHelp that'll be the last time I use prime now. Just spent £150 on an empty fitbit box,795213,['@309588 Oh no! Please contact us via the Prime Now app so we can look into this with you! ^TR'],1,78,PRIME,PRIME,,,ai_annotated_rule_based
2296685,666777,Sun Nov 12 12:16:17 +0000 2017,"@115830 been waiting for my 'prime' delivery for a month, very unacceptable don't you think?",2296685,['@666777 Hi Molly- Sorry to hear this. What was the expected delivery date of your order? Was the item in stock when the order was placed? ^NV'],1,80,PRIME,PRIME,,,ai_annotated_rule_based
1699765,515461,Tue Oct 17 17:17:20 +0000 2017,"Having @115830 prime is getting ridiculous... order something on prime for next day, it’s now 6:15pm and it’s hardly “next day” any more",1699765,"[""@515461 I'm sorry you don't have the order yet! Please let us know if it doesn't arrive by 21:00. ^DD""]",1,122,PRIME,PRIME,,,ai_annotated_rule_based
2721743,763629,Mon Nov 20 10:07:33 +0000 2017,"How to get @115850 prime member like quicker deliveries? Place your order on cash on delivery! For prepaid order, with Prime or without, they have collaboration with @120543 !",2721743,['@763629 Hey JItesh! Did you have any concern unaddressed regarding the delivery of your order? Please let us know so we can assist you accordingly. ^SF'],1,153,PRIME,PRIME,,,ai_annotated_rule_based
447192,138646,Thu Nov 30 18:07:42 +0000 2017,"@AmazonHelp why have most of the orders I’ve placed through prime, with prime items alaeays take more than 2 days. Prime is suppose to be 2 day shipping but most orders is 4 days. What’s the point of prime if this keeps happening?",447192,"[""@138646 I'm so sorry! Some items take a little longer to process. We aim to deliver by the delivery date given in your order confirmation e-mail. Do you have an active order that's missed that date? ^TK""]",1,214,PRIME,PRIME,,,ai_annotated_rule_based
631725,269709,Wed Nov 22 20:07:28 +0000 2017,@AmazonHelp i got locked out of my account never recieved my items customer service rep. was super rude &amp; cant cancel my prime supscription because....my account is still locked,631725,"[""@269709 Oh no! I'm terribly sorry we've missed the mark! We'd like to help fix this! First things first, did you happen to receive an e-mail from an account specialist regarding your account? Have you checked your spam/junk folder? ^TK""]",1,159,PRIME,PRIME,,,ai_annotated_rule_based
882506,329555,Fri Oct 20 19:48:15 +0000 2017,@AmazonHelp @115830 have been locked out of my account without being notified. Can't access customer service as I need to login.,882506,"[""@329555 I'm sorry for the account trouble! Have you received any e-mails from our Account Specialists? Check spam/junk folders too. ^MB""]",1,106,ACCOUNT_ACCESS,ACCOUNT_ACCESS,,,ai_annotated_rule_based
2690666,756420,Sun Nov 19 16:27:28 +0000 2017,@AmazonHelp Yes to reset the password. We have reset the account after waiting 5 hours we have had the verification code sent and changed it but it’s still not letting us sign in with the new or old password. It started because we had an email saying the email address has been changed,2690666,"[""@756420 I'm sorry to hear that! We would like to assist with this in real-time. Can you please use the following link to get in touch with us?   https://t.co/zYVX1Qi29G. ^DY""]",1,271,ACCOUNT_ACCESS,ACCOUNT_ACCESS,,,ai_annotated_rule_based
2825612,191152,Mon Nov 27 10:09:53 +0000 2017,"@AmazonHelp Is not two step verification.
Two step login... One page to enter id, another page to enter password...",2825612,"['@191152 That is correct. Once you enter the password you will receive a code on your registered mobile number. For further queries, kindly connect with us here: https://t.co/rS49hgaADF. ^VH']",1,95,ACCOUNT_ACCESS,ACCOUNT_ACCESS,,,ai_annotated_rule_based
65863,131065,Thu Nov 30 07:26:22 +0000 2017,"【手を差し伸べてくれませんか？】

Amazonプライムに加入していてスマホでは視聴できるんですが、Fire TV Stickを介してテレビで視聴ができません。
これはテレビでsign inとかしないといけないとかですかね？
詳しい方、教えて頂けると幸いです。",65863,['@131065 失礼いたします、Amazon公式アカウントです。Fire TV Stickのセットアップはすでに完了されている状況でしょうか。よろしければこちらの動画をご覧いただき、Wi-Fi接続、端末登録をお試しください。 https://t.co/53GTzFHV9d EK'],1,28,ACCOUNT_ACCESS,ACCOUNT_ACCESS,,,ai_annotated_rule_based
898735,333405,Mon Oct 16 17:21:23 +0000 2017,"@AmazonHelp In that email u r asking to provide same details again and again. 
Dont know why u r playing double game with me. 
Mobile no. is login id.",898735,"['@333405 Please reply to the email you have received from our social media team, we will check the details and get back to you.^HS']",1,132,ACCOUNT_ACCESS,ACCOUNT_ACCESS,,,ai_annotated_rule_based
407487,210982,Mon Oct 09 21:55:54 +0000 2017,@115821 soooo Amazon why can’t I log into my seller account?? Not happy,407487,"[""@210982 Oh no! We're here to help. Have your received an email about the status of your account? Keep us posted! ^VB""]",1,61,ACCOUNT_ACCESS,ACCOUNT_ACCESS,,,ai_annotated_rule_based
1604063,120466,Sun Nov 05 08:41:41 +0000 2017,@AmazonHelp Still can't login even in this link. Resetted password now too. Still shows password is incorrect.,1604063,"['@120466 In that case, please try using the following link: https://t.co/QS2bTd0snB for assistance. ^RS']",1,95,ACCOUNT_ACCESS,ACCOUNT_ACCESS,,,ai_annotated_rule_based
1353489,435656,Mon Oct 16 14:17:51 +0000 2017,Hey @AmazonHelp my account has been locked for a few days with no reason and now I can't even login to contact support nor place an order.,1353489,"[""@435656 Oh no! I'm sorry for the trouble! Please contact us by phone or chat here: https://t.co/jzvkhdlrK5. We want to help! ^SD""]",1,125,ACCOUNT_ACCESS,ACCOUNT_ACCESS,,,ai_annotated_rule_based
1028164,363312,Mon Oct 23 03:43:22 +0000 2017,@AmazonHelp I can't log into the Amazon account that it's linked with I no longer have access to the email address and so can't verify it. But both accounts are householded together and mine. Can I merge them?,1028164,"[""@363312 We'd like to look into this with you. Please reach out to us so we can find your account info: https://t.co/CpkiBZSkle ^AM""]",1,194,ACCOUNT_ACCESS,ACCOUNT_ACCESS,,,ai_annotated_rule_based
407046,212017,Tue Oct 10 07:20:30 +0000 2017,@AmazonHelp Well I tried that. And after here captcha codes and a new verification codes I finally got on only to find I couldn’t submit form because,407046,"['@212017 When you click on the link, is there an option to skip sign in? ^PK']",1,136,ACCOUNT_ACCESS,ACCOUNT_ACCESS,,,ai_annotated_rule_based
1570947,484406,Sat Nov 04 17:24:54 +0000 2017,@AmazonHelp The website is designed to stop people looking for help.  Hv done this stupid 2 step log in and the correct code you sent me is refused.,1570947,"[""@484406 I'm sorry! If you'd like to disable your Two-Step Verification, follow the steps provided here: https://t.co/DFrglOEXlr ^TK""]",1,133,ACCOUNT_ACCESS,ACCOUNT_ACCESS,,,ai_annotated_rule_based
2396351,689766,Sun Nov 26 17:50:14 +0000 2017,"@AmazonHelp Re emails - I had an order where the payment was declined last month and on 3 October got a verification code, but I've used the account since then. Nothing about the account ceasing to exist!",2396351,"[""@689766 We're unable to access account information via Twitter. We'd like to help if we can. Please contact us directly via phone or chat here: https://t.co/zYVX1Qi29G ^JF""]",1,187,ACCOUNT_ACCESS,ACCOUNT_ACCESS,,,ai_annotated_rule_based
2335207,376669,Fri Oct 20 02:23:59 +0000 2017,@115821 and @115888 can you only have one account logged into Alexa to do the remote device listening?,2335207,"[""@376669 We'd like to help, but I'm not quite sure which feature you're referring to. Is it displayed here: https://t.co/DFjvh1q117?  ^GG""]",1,85,ACCOUNT_ACCESS,ACCOUNT_ACCESS,,,ai_annotated_rule_based
669195,279587,Wed Nov 15 10:06:13 +0000 2017,"@4822 i regeistred with Amazon india as seller account, on https://t.co/xeyk1n6GR1, now from last 10days i only get one page, ""Status
Status for your currently selected merchant and marketplace
Welcome to Seller Central
You don't have access yet.
Sign in as a different",669195,"[""@279587 I understand that you are facing issue with your account. Please contact our seller support team here:  https://t.co/W2F2TNzA5l &amp; we'll be glad to help you. ^SF""]",1,234,ACCOUNT_ACCESS,ACCOUNT_ACCESS,,,ai_annotated_rule_based
2893186,801898,Tue Nov 28 15:25:36 +0000 2017,@AmazonHelp Hi I cannot access my Amazon account &amp; get the verification code because I put .ckm not .com,2893186,"['@801898 Hi, can you confirm which Amazon site you are trying to use? Is it https://t.co/xJXEJm9Z6c etc? ^BZ']",1,88,ACCOUNT_ACCESS,ACCOUNT_ACCESS,,,ai_annotated_rule_based
2848948,792267,Mon Nov 27 18:47:52 +0000 2017,@AmazonHelp This is the screen Chrome and Firefox send me to when I sign in. https://t.co/QhHWQBjp7B,2848948,"[""@792267 Hmm.. are you accessing Amazon from a link in an e-mail, or are you typing it in your URL bar? I'd recommend clearing your cache and cookies, then typing https://t.co/nUUp5MLhYl into your URL bar. ^BL""]",1,63,ACCOUNT_ACCESS,ACCOUNT_ACCESS,,,ai_annotated_rule_based
2260856,340711,Sat Nov 11 01:33:00 +0000 2017,"@115821
NO HELP AS A SELLER.
SOLD -POSTED - BUYERS HAPPY .
AMAZON ACCOUNT HACKED 1400£ DISAPPEAR
RUNG AMAZON OPEN CASES AND CASES. NO RESPONSE. NO HELP
KEEP BEING TOLD  TO EXPLAIN THE CASE AGAIN AND AGAIN . 
CASE IDS:CASE 4103754552, CASE 4065662252, CASE 4073731662",2260856,"[""@340711 I'm sorry for the frustration! I'd like a member of our team to look into this. Please securely provide more information here: https://t.co/7eiSafg86W ^EA""]",1,243,ACCOUNT_ACCESS,ACCOUNT_ACCESS,,,ai_annotated_rule_based
1048147,367727,Mon Oct 23 06:59:21 +0000 2017,"@115821 
I.am unable to log in since a month
Plz help",1048147,['@367727 I am sorry to hear. Does it give you an error message when trying to login? ^PK'],1,44,ACCOUNT_ACCESS,ACCOUNT_ACCESS,,,ai_annotated_rule_based
28910,122366,Wed Nov 01 11:19:35 +0000 2017,@AmazonHelp I cant get to this link bcoz it is saying to login amaozn aocunt.but my acount is on hold.plz unhold my account,28910,"['@122366 Apologies for the hassle. As the account is on hold, you should have received an email from our specialist team. ^HN']",1,111,ACCOUNT_ACCESS,ACCOUNT_ACCESS,,,ai_annotated_rule_based
2906580,672917,Tue Nov 28 19:37:33 +0000 2017,"@AmazonHelp DLed @115821 app on my new iphoneX, and it keeps saying I need a verification code.  I've tried 4X, and it says it's sending one to my email, but there is nothing there. Please advise.",2906580,"[""@672917 Sorry for the trouble, Carrie! We're here to help! Are you experiencing this when you attempt to log into your account? ^VB""]",1,169,ACCOUNT_ACCESS,ACCOUNT_ACCESS,,,ai_annotated_rule_based
781218,306512,Thu Oct 12 06:17:08 +0000 2017,@115850 why there is no care centre for kindle. there are a lot of issues regarding battery  of kindle?,781218,['@306512 We do have a kindle support team. Please connect with our team from here: \nhttps://t.co/Bllq4xZVrf ^SH'],1,92,PRODUCT_DEVICE,PRODUCT_DEVICE,,,ai_annotated_rule_based
996719,195170,Sun Oct 22 16:28:28 +0000 2017,"@118117 @115830 hi guys, why won’t #Alexa play any songs from my sonos library? (The library of downloaded songs on my iPhone) thanks",996719,['@195170 Have you tried connecting to the Echo via Bluetooth to use it as a speaker? More info here: https://t.co/y3OkpL1XPy ^BH'],1,112,PRODUCT_DEVICE,PRODUCT_DEVICE,,,ai_annotated_rule_based
2166100,635744,Sun Nov 26 13:45:45 +0000 2017,@AmazonHelp I got an Echo Plus with one hour delivery &amp; I got here in less than half an hour 👍🏽,2166100,"[""@635744 Awesome! That's one speedy delivery. We hope you enjoy! ^TG""]",1,78,PRODUCT_DEVICE,PRODUCT_DEVICE,,,ai_annotated_rule_based
324436,123478,Sat Oct 07 15:21:57 +0000 2017,@117086 amo muito vocês ❤️ eu nem tinha notado que foram adicionados vaaaaarios ebooks novos ao kindle unlimited inclusive Augusto Cury 😍,324436,['@123478 O amor é mútuo 💖 Procuramos ter sempre o que você precisa 🤗 ^LG'],1,124,PRODUCT_DEVICE,PRODUCT_DEVICE,,,ai_annotated_rule_based
1597040,490606,Tue Oct 17 08:54:45 +0000 2017,"@AmazonHelp I have 2 Kindles I'd like to trade in towards an Oasis, is there still a bonus offer for trading in old Kindles? Thx",1597040,['@490606 Hi - pls see this link for more info : https://t.co/0jDSmpuLnv  ^TD'],1,114,PRODUCT_DEVICE,PRODUCT_DEVICE,,,ai_annotated_rule_based
454526,222865,Thu Nov 30 23:22:15 +0000 2017,@115821 @222866 @115821 my amazon echo started glitching what do I do?,454526,"[""@222865 I'm sorry you're having trouble with your Amazon Echo. Could you tell us a bit more about what's happening? Please do not provide personal or account details. ^DG""]",1,45,PRODUCT_DEVICE,PRODUCT_DEVICE,,,ai_annotated_rule_based
